0,6.16136,0,0,3,-0.0981,-9.81
0.01,6.16136,0,0,2.99902,-0.1962,-9.81
0.02,6.10471,-0.135008,0,3.03467,-0.204657,-9.81
0.03,6.10354,-0.134206,5.3532e-09,3.03239,-0.303789,-9.81
0.04,6.01098,-0.683172,-7.33177e-06,3.07822,-0.107792,-9.81
0.05,6.11481,0.110784,8.60805e-06,3.08972,-0.115648,-9.80999
0.06,6.08403,-0.142521,1.81419e-06,3.16008,0.354305,-9.80998
0.07,6.04413,-0.465839,-9.05394e-06,3.23136,0.825434,-9.80996
0.08,5.99111,-0.883206,-2.59478e-05,3.29335,1.19104,-9.80994
0.09,5.98935,-0.821751,-2.30326e-05,3.21848,0.338573,-9.80998
0.1,6.05526,-0.180953,1.19046e-05,3.4886,2.54612,-9.80985
0.11,6.22277,1.2621,0.000101044,3.87285,5.50586,-9.80966
0.12,6.22026,1.13562,9.22882e-05,4.45219,9.7896,-9.80936
0.13,6.49572,3.2933,0.000258306,4.96113,13.0496,-9.8091
0.14,6.7983,5.443,0.000440954,4.67706,9.64638,-9.80938
0.15,7.42712,9.90918,0.000857873,4.61812,8.34001,-9.80949
0.16,7.32415,8.37654,0.000701304,4.03205,3.164,-9.81001
0.17,8.55839,16.8961,0.00165069,4.0602,3.04005,-9.81002
0.18,9.27261,20.8429,0.00212923,4.89377,8.75569,-9.80931
0.19,9.3178,19.6861,0.00197696,5.48092,12.1979,-9.80884
0.2,10.3828,25.7189,0.00283747,6.17546,16.0787,-9.80828
0.21,10.9559,27.876,0.0031703,7.62203,24.7593,-9.80692
0.22,11.7772,31.5219,0.00377779,7.92038,25.0023,-9.80687
0.23,13.8975,43.4852,0.00592692,8.18131,24.9765,-9.80685
0.24,14.5441,44.8716,0.00619498,9.3799,31.091,-9.80565
0.25,16.5318,54.8444,0.00826651,10.2006,34.2962,-9.80497
0.26,17.3855,56.8055,0.00870331,10.0888,31.277,-9.80562
0.27,17.3231,52.7847,0.00774475,11.2471,36.5714,-9.80433
0.28,16.5178,44.3309,0.00559209,11.4335,35.3368,-9.80462
0.29,17.5682,48.163,0.00663216,12.7341,41.2177,-9.803
0.3,18.563,51.3914,0.00756413,13.1847,41.3615,-9.80293
0.31,19.5004,54.048,0.00837814,13.4267,40.1865,-9.80326
0.32,21.023,60.1994,0.0103744,13.3314,36.9747,-9.80427
0.33,22.3141,64.5103,0.011853,13.3625,34.7584,-9.80499
0.34,23.2588,66.3836,0.0125307,13.5121,33.4221,-9.80544
0.35,23.7972,65.5993,0.012232,14.0627,34.6769,-9.80493
0.36,24.8429,68.0362,0.0132068,14.2548,33.6119,-9.80531
0.37,25.8545,70.1083,0.014076,14.845,35.1033,-9.80465
0.38,25.5718,63.951,0.0113723,16.5298,43.3525,-9.80098
0.39,26.931,68.4589,0.0134406,17.6149,47.3353,-9.79911
0.4,26.6354,62.3153,0.0104998,18.2903,48.5035,-9.7985
0.41,26.9353,60.2877,0.00948889,19.3166,51.8012,-9.79681
0.42,29.113,70.1736,0.0146151,20.2265,54.1628,-9.79554
0.43,29.3277,67.1142,0.0129673,20.4428,52.0213,-9.79664
0.44,30.13,67.9389,0.013428,21.1907,53.3544,-9.79584
0.45,29.5561,60.056,0.00886571,20.6723,46.6401,-9.79967
0.46,29.214,54.1229,0.00531257,20.7476,44.0804,-9.80114
0.47,30.0172,55.7725,0.00633361,22.2505,50.6703,-9.797
0.48,31.0427,58.7193,0.00821701,21.6948,43.8796,-9.80128
0.49,32.2348,62.5317,0.0107305,21.7385,41.292,-9.80292
0.5,33.0456,63.7006,0.0115247,21.8965,39.5865,-9.80401
0.51,32.8692,58.5721,0.00793653,22.4543,40.5095,-9.8033
0.52,32.2602,51.0376,0.00251322,22.9395,40.9167,-9.80293
0.53,34.048,59.0953,0.0084755,23.7981,43.6537,-9.80084
0.54,35.2676,63.061,0.0114898,24.8519,47.4497,-9.79788
0.55,37.3111,71.9754,0.0184453,26.3767,53.9786,-9.79271
0.56,37.41,68.0581,0.0153097,26.4202,50.7492,-9.79521
0.57,37.2315,62.6375,0.0108616,26.7189,49.3338,-9.79629
0.58,37.7974,62.2563,0.0105411,26.5184,44.8574,-9.79997
0.59,37.5363,56.6798,0.00574055,27.626,48.9184,-9.79639
0.6,36.5362,46.7927,-0.00296979,27.729,46.3831,-9.79854
0.61,37.0389,47.0119,-0.00277225,27.2029,40.0387,-9.80417
0.62,36.5898,41.2114,-0.00811567,28.4562,45.3225,-9.79921
0.63,38.0097,47.5706,-0.00212951,29.8722,51.3001,-9.79349
0.64,38.884,50.0855,0.000288427,31.2869,56.8918,-9.78802
0.65,39.0909,48.2311,-0.00153179,31.9607,57.4561,-9.78737
0.66,38.9999,44.613,-0.00515572,32.9826,60.1804,-9.78455
0.67,39.8803,47.3537,-0.0023555,32.2624,51.7414,-9.79307
0.68,39.5854,42.5045,-0.00740735,33.0356,53.257,-9.79139
0.69,41.0714,49.1992,-0.000298353,33.5629,53.126,-9.79142
0.7,41.4667,48.5888,-0.000958794,34.1585,53.434,-9.79098
0.71,42.8521,54.2646,0.00529603,35.4054,57.8321,-9.78603
0.72,42.3539,47.6973,-0.00207297,34.7466,49.9286,-9.79479
0.73,43.6523,52.8801,0.00384641,36.3135,56.5665,-9.78709
0.74,44.3855,54.1698,0.00534522,36.2443,52.4629,-9.79175
0.75,45.9552,60.6562,0.0130132,36.4386,50.2808,-9.79421
0.76,47.3845,65.8468,0.0192533,36.1409,45.1323,-9.80029
0.77,46.7832,57.8988,0.00953869,37.4546,50.4754,-9.79364
0.78,47.3584,57.875,0.00950904,38.4812,53.67,-9.78955
0.79,48.0937,58.8627,0.0107556,38.5055,50.3392,-9.79363
0.8,48.9146,60.3283,0.0126348,39.0817,50.7005,-9.79304
0.81,49.9425,63.0075,0.0161237,39.1351,47.7407,-9.79676
0.82,50.7674,64.2371,0.0177495,38.5623,41.0166,-9.80553
0.83,51.6134,65.522,0.019474,37.2707,30.1808,-9.81994
0.84,51.1296,58.3356,0.00968364,36.7967,25.1879,-9.82661
0.85,52.9269,65.9948,0.0202707,37.3729,27.1358,-9.82378
0.86,53.7738,67.1749,0.0219253,37.7365,27.62,-9.82296
0.87,54.2849,66.1615,0.0204836,37.9043,26.8377,-9.82393
0.88,55.0393,66.7471,0.0213279,37.1565,20.3275,-9.83318
0.89,55.61,66.1366,0.0204348,37.3367,20.0838,-9.8334
0.9,56.3567,66.6753,0.0212331,37.7824,21.5302,-9.83111
0.91,56.8948,65.864,0.0200139,38.4713,24.4201,-9.82662
0.92,57.1702,63.4457,0.0163327,38.2045,21.098,-9.83152
0.93,58.1336,65.5216,0.0195337,38.9742,24.5246,-9.82609
0.94,59.4245,69.5331,0.0257996,39.9592,29.094,-9.8188
0.95,60.212,70.1147,0.0267193,41.4336,36.4635,-9.80698
0.96,61.2873,72.4757,0.0305011,41.5873,35.034,-9.80912
0.97,61.268,67.7811,0.0228864,41.704,33.4618,-9.81151
0.98,61.8127,66.9414,0.0215073,41.7878,31.7811,-9.81411
0.99,62.6724,68.1421,0.0235023,43.02,37.4525,-9.80452
1,63.3733,68.2654,0.0237092,43.6859,39.1934,-9.80142
1.01,64.654,72.0393,0.0301312,43.0938,32.8858,-9.81199
1.02,64.3105,65.3269,0.0185737,44.4392,39.2019,-9.80095
1.03,63.6891,57.2841,0.0045654,45.9441,46.126,-9.78872
1.04,63.4878,52.3994,-0.00403973,46.708,47.9376,-9.78535
1.05,62.9189,45.5031,-0.0163262,47.2303,48.111,-9.78487
1.06,64.4564,52.3334,-0.0040207,47.0888,44.0842,-9.79195
1.07,64.7437,50.844,-0.00673361,48.1053,47.6189,-9.78533
1.08,65.1491,50.1939,-0.00793066,49.7435,54.8533,-9.77183
1.09,65.5754,49.7164,-0.00881932,49.4467,49.4212,-9.78176
1.1,66.2952,51.1212,-0.00617613,50.7583,54.4812,-9.77206
1.11,67.6962,56.7354,0.00449815,50.3083,48.1065,-9.78399
1.12,67.5424,52.1852,-0.004244,49.7136,41.2208,-9.79703
1.13,67.9902,51.7176,-0.00515164,49.8736,39.5313,-9.80012
1.14,68.2271,49.9494,-0.0086191,49.4044,33.9779,-9.81082
1.15,68.0575,45.7274,-0.0169831,50.4206,38.1482,-9.80236
1.16,67.5086,39.3778,-0.0296884,51.9177,45.0899,-9.78828
1.17,69.2154,47.6628,-0.0129442,51.9391,42.282,-9.79375
1.18,70.823,54.7994,0.00162135,52.3709,42.2406,-9.79364
1.19,72.4822,61.8106,0.0160702,54.5051,52.9437,-9.77138
1.2,74.0908,68.061,0.0290758,55.1074,53.3057,-9.77042
1.21,73.7972,61.9137,0.0161614,54.8886,48.4642,-9.78039
1.22,73.6621,57.155,0.00606929,55.3897,48.4699,-9.78017
1.23,73.6945,53.7529,-0.0012134,57.1418,56.3694,-9.76305
1.24,75.4157,61.2217,0.0149233,57.5374,55.2113,-9.76534
1.25,76.4994,64.1973,0.0214112,57.2744,49.9704,-9.77656
1.26,76.291,58.8316,0.00960392,56.8506,44.0448,-9.78938
1.27,77.0377,59.8313,0.0118234,57.4602,45.0146,-9.78701
1.28,77.0867,56.3653,0.00405822,57.1066,39.8451,-9.79837
1.29,78.2574,60.1956,0.0127155,56.0174,30.3598,-9.81959
1.3,77.6996,52.8776,-0.00397091,55.8768,27.4589,-9.82598
1.31,78.3139,53.4168,-0.00273055,55.5808,23.7597,-9.83426
1.32,79.7668,59.2141,0.0107193,57.4993,34.268,-9.80965
1.33,80.8021,62.0108,0.0172632,56.8853,28.1331,-9.82378
1.34,82.2299,67.108,0.0292916,57.6251,30.928,-9.81695
1.35,84.0291,74.2263,0.0462311,57.8423,30.2492,-9.81833
1.36,85.7626,80.482,0.0612421,58.7568,34.0129,-9.80907
1.37,86.4312,79.6227,0.0591613,58.8384,32.283,-9.81301
1.38,85.8865,71.1621,0.0385195,60.0682,37.9081,-9.79905
1.39,85.9966,67.3665,0.0291833,59.7012,33.1025,-9.81063
1.4,86.041,63.3961,0.0193383,59.3402,28.6376,-9.82146
1.41,86.086,59.6798,0.0100493,59.4293,27.2945,-9.82457
1.42,85.9747,55.2118,-0.00120709,59.1975,24.0108,-9.83259
